username,text,tweetcreatedts,hashtags,retweetcount,likecount,acctdesc,location,followers,totaltweets,usercreatedts
_wan29_,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:34:02,"['MUFC', 'MUNTOT']",1828,0,"🔰

lofi merchant.

ducks over humans, dude.  



we are here to laugh at the odds and live our lives so well that death will tremble to take us - Charles",Africa,2179,27778,2011-04-20 07:35:24
MuizMasri,Sky sources: Alex Telles to @ManUtd is a done deal! Total agreement reached. United will pay around 20m€ for the Porto left back. Medical tonight in the UK #GGMU #MUFC https://t.co/zB5UiTESM3,2020-10-04 15:34:02,[],80,0,Zzzz,Ipoh ✈ Manjung,252,82861,2012-04-02 08:04:22
Maduekechristo2,We go boys #MUNTOT,2020-10-04 15:34:02,['MUNTOT'],0,0,@ManUtd 💯❤️ IGBO Blood IGBO Mindset #MUFC #MUFC_FAMILY,Somewhere,1536,23569,2016-12-02 07:16:20
iamSubashKhadka,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:34:02,"['MUFC', 'MUNTOT']",1828,0,"भगवान पशुपति नाथले चलाएको देशको एक नागरिक ।
🙏🕉️",Nepal,2145,932,2020-06-27 14:42:41
daverburgess,"A Penalty after 31 seconds, is this a new record? #MUFC #ManUtd",2020-10-04 15:34:02,"['MUFC', 'ManUtd']",0,2,"The Truth is Learned, Never Told. @daverburgess on Parler & CloutHub.",USA,1884,88736,2009-02-13 18:16:53
GlebosikMemosik,"1 - Penalty to Man Utd.

🔴 #MUFC 0-0 #THFC ⚪",2020-10-04 15:34:01,"['MUFC', 'THFC']",433,0,Mostly #THFC stuff и немного друзяшек.,"Kyiv, Ukraine",37,1542,2018-07-27 23:23:38
mzlkrnain,"YAAAAAA  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/Ddd7NUHgYC",2020-10-04 15:34:01,"['MUFC', 'MUNTOT']",30,0,"Senyum Sokmo ツ


Ganung   .  
 #PUBG🐓
 #petehganungpeteh⚫⚪   
 #FPL⚽","Bukit Payung, Terengganu",346,17567,2016-11-19 06:53:20
amostamzy,"Manchester United and Porto have reached an agreement for Alex Telles! Last details to be sorted on next few hours, then medicals and official announcement. Here we go soon! 🔴 #MUFC #transfers",2020-10-04 15:34:01,[],23284,0,"#PhotographyIsWhatILove
IG @Iam_Amostamzy
FB @Iz_Amostamzy",Nigeria,1402,4729,2019-07-04 15:03:51
GaryHasAPoint,"Lol, that's hilarious.. We all called it and low and behold, Penchester United strike again. This is an absolute joke. #MUNTOT",2020-10-04 15:34:01,['MUNTOT'],0,0,@SpursOfficial since 1989 🇬🇧 #COYS #THFC,,136,2478,2020-07-06 10:28:32
RunsWithSpoons1,Final fee for Alex Telles will be around €15m with add ons. Porto have accepted also because the player forced the move - he only wanted to join Manchester United 🔴 #MUFC &gt; https://t.co/aI0OImt6s7,2020-10-04 15:34:01,[],3317,0,It's not that deep,London,154,28481,2012-03-12 17:09:25
KalaleSteve,"Gooooooool ,Bruno ,2Mins.
#MUNTOT",2020-10-04 15:34:01,['MUNTOT'],0,2,Son of a pastoralist ||Procurement analyst ||Politics/governance critic ||Human rights Activist ||Youth lives matter ||Man-United optimist.,"Lodwar, Kenya",8411,13624,2018-03-26 12:17:29
MatthewWoon,"2' - You cannot write it. After all the penalty comments from José Mourinho, #mufc open the scoring from the spot #mulive https://t.co/b713JsiIKv",2020-10-04 15:34:01,"['mufc', 'mulive']",123,0,grateful,#GGMU,135,39561,2011-12-06 08:43:14
iamseyiatoba1,"Yes Bruno Fernandez converts the PK , its 1-0 #MUNTOT",2020-10-04 15:34:01,['MUNTOT'],0,0,"Manchester United Football Fan/

Travel Consultant /

A Christian/

A lover of God", Nigeria,464,9918,2016-08-07 10:50:06
theboypostman,"3 - Goal for Man Utd. Fernandes from the spot.

🔴 #MUFC 1-0 #THFC ⚪",2020-10-04 15:34:01,"['MUFC', 'THFC']",135,0,there by your pozi.,postman,500,16626,2018-08-09 22:29:27
DAnirudhKarthi4,"#MUNTOT 
Yet another penalty come on",2020-10-04 15:34:01,['MUNTOT'],0,0,,,0,13,2020-06-03 09:56:22
Bobby_Morgan96,GOAL: Guess who with a guess what. 1-0. #MUNTOT,2020-10-04 15:34:01,['MUNTOT'],74,0,Everton💙⚽️| BA (Hons) in Sport Development | FA Level 1 | One2One football training (coachii),Liverpool ,223,10452,2011-11-10 18:33:51
themayurbayas,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:34:01,"['MUFC', 'MUNTOT']",1828,0,#MUFC | #FCB | #MI,"Pune, India",127,31221,2016-01-27 07:42:15
Realvolta,"We were still in the dressing room &amp; they got a penalty already 🤦🏾‍♂️
#MUNTOT",2020-10-04 15:34:01,['MUNTOT'],0,1,I used to take walks around little Italy now i Rome around in Sicily || Long suffering Spurs fanatic #COYS || My Blood type is THC,Palermo Sicily,1092,6355,2012-09-20 17:44:06
chisychikao,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:34:01,"['MUFC', 'MUNTOT']",1828,0,"Sports;Music; boNGO Flevas,R&B & Congo Dance; Jb Mpiana.
Manchester United
Simba Sports Club;
Social networking;
Movies,Drama","Dar es Salaam, Tanzania",1567,2179,2017-06-10 14:50:41
trustsartorius,"Match At this time

Manchester United vs Tottenham

• Watch the sport right now with out slicing

м̿α̿τ̿c̿н #MUNTOT #MUFC

Broadband hyperlinks ↓↓↓↓

LIVE 1 &gt;&gt;&gt; https://t.co/DYtjVjVFKP

Stay 2 &gt;&gt;&gt; https://t.co/DYtjVjVFKP

Stay 3 &gt;&gt;&gt; https://t.co/DYtjVjVFKP

RTWET + LIKE https://t.co/p3msMeKXqk",2020-10-04 15:34:01,['MUNTOT'],7,0,,,131,683,2017-02-14 12:44:41
joseph78565517,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:34:01,"['MUFC', 'MUNTOT']",1828,0,footballer spennymoor u16’s,,33,113,2019-03-16 08:47:11
JayN_95,GOAL: Guess who with a guess what. 1-0. #MUNTOT,2020-10-04 15:34:01,['MUNTOT'],74,0,The World is Fucked 🌍🙄🤟,"Dublin City, Ireland",13,165,2020-06-11 14:11:03
theway_prem,"Son starts for Spurs!

#FPL #MUNTOT https://t.co/bJiKoh5J8s",2020-10-04 15:34:01,"['FPL', 'MUNTOT']",237,0,"24, Chelsea Fan💙",,226,39106,2015-01-12 18:10:48
david_elisio93,"Fernandes from the spot, never in doubt 1-0 Red Devils! #MUFC #MUNTOT",2020-10-04 15:34:01,"['MUFC', 'MUNTOT']",0,0,College of Sports Media Alumni. Aspiring Sports Broadcaster. Technical Producer at TSN 1050 Toronto. All thoughts and opinions are mine,Toronto,230,3490,2011-03-06 16:30:58
Boss_Oyewolz,"Man Utd 🆚 Spurs is here 😍

All the action 👉 https://t.co/qJPQa9Mv2m 

#MUNTOT https://t.co/ifjpNMXKm5",2020-10-04 15:34:01,['MUNTOT'],93,0,,"Lagos, Nigeria",230,84322,2014-01-25 08:19:12
AbduljalalShehu,"GOAL Man Utd 1-0 Spurs (2 mins)

Bruno Fernandes steps up and scores after Anthony Martial was tripped in the box by Davinson Sanchez 

#MUNTOT",2020-10-04 15:34:01,[],280,0,"Allah first. proudly Muslim. Humanitarian,#SAYNOTORAPE  Public health (EPIDEMIOLOGISTS) 🇳🇬 🇳🇪 Manchester United fans ,honesty is the best policy to success",Kano tarauni,640,3406,2017-11-22 01:59:56
iam_abduljnr,Okay here we go stating the game with a Pk 😂#MUNTOT,2020-10-04 15:34:01,['MUNTOT'],0,0,love is my Religion|Artist/Sport manager|Photographer 📸| for business contact juniorabdoll@gmail.com|(+234)8066767800|,"Bauchi, Nigeria",2762,11981,2016-11-11 23:13:13
ApogeePeras,"BRUNO FERNANDES DOES IT AGAIN ⚽️

#MUNTOT https://t.co/Ul1ByCygss",2020-10-04 15:34:01,['MUNTOT'],304,0,Campeão nacional de fifa pro clubs 🏆 1x. @Gamingapogee,"Lisboa, Portugal",84,686,2018-02-05 23:38:29
reeceshh,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:34:01,"['MUFC', 'MUNTOT']",1828,0,,"Bedford, England",67,308,2020-04-16 17:42:38
lanujaz2,"PENALTY to Man Utd...

#MUNTOT",2020-10-04 15:34:01,['MUNTOT'],711,0,I'm not leaving! 3rd account smh jack and I got beef,KL/ISB,131,9784,2020-08-06 14:35:21
xxx_obli,It’s barely 40 seconds &amp; Manchester United already have a penalty 🙄 #MUNTOT,2020-10-04 15:34:00,['MUNTOT'],1,0,🇳🇬🇬🇭,,775,5509,2012-03-31 22:31:34
JWEINAT82,What a start! Let's Goooo! #mufc https://t.co/dfu5XKO8y2,2020-10-04 15:34:00,['mufc'],0,1,🇯🇴👨🏻+👩🇦🇲 =🙋🏻‍♂️Figuring out how to get through life's plan 🅱️➡️🅰️. ⚽@ManUtd & Brasil🇧🇷Fanatic⚽. gamer🎮tech 👨🏻‍💻travel✈️ #NBA 🏀 anime♌,"San Francisco, CA",567,13600,2009-07-19 18:33:03
thefirstmitchy,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:34:00,"['MUFC', 'MUNTOT']",1828,0,"God first☝...Biochemist.. proudly Igbotic , Unilorite...  MUFC 🔴... A king in his own lane✌..July 16th",Lagos/Ilorin,980,5483,2016-11-23 13:17:05
FiuteRiute,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:34:00,"['MUFC', 'MUNTOT']",1828,0,촬영 기기:Galaxy S20Ultra,,1,164,2020-06-14 07:46:38
Reubenish,The penalty merchants are back again #MUNTOT,2020-10-04 15:34:00,['MUNTOT'],0,2,"Jazz Lover, Saxophone player n addict😘🎷, Academia - UG, Active Reader, God’s Favorite. *Aries* Chelsea Fanatic 🦹‍♂️ *as calm as an Hindu Cow*","Tema, Ghana",4637,3874,2011-09-24 05:50:54
Allxn_m11,"Goal - FERNANDES
Assist - MARTIAL

Man Utd 1-0 Spurs (2 mins)

#MUNTOT #FPL",2020-10-04 15:34:00,"['MUNTOT', 'FPL']",280,0,🎓📚University of Pretoria,"Pretoria, South Africa",1281,10841,2015-09-22 13:24:37
Poon191,GOAAAAAAL! Bruno Fernandes makes it 1-0! #MUFC https://t.co/WWTF5nqSSd,2020-10-04 15:34:00,['MUFC'],42,0,2PM : KhunWoo : HOTTEST 8th ✿ Manchester United Supporter ✿ I was born in the reign of King Rama IX of Thailand : King Bhumibol,♥ this is my secret signal ♥,2276,127956,2009-07-15 01:58:10
MrBayKay,Final fee for Alex Telles will be around €15m with add ons. Porto have accepted also because the player forced the move - he only wanted to join Manchester United 🔴 #MUFC &gt; https://t.co/aI0OImt6s7,2020-10-04 15:34:00,[],3317,0,God First |Manchester United|,"London, England",271,24830,2010-05-20 11:25:14
enamhaque31,"Go @B_Fernandes8 ! Love it!
#MUNTOT #mufc https://t.co/qZzSaTr8Tq",2020-10-04 15:34:00,"['MUNTOT', 'mufc']",0,0,🇧🇩 GP Trainer/Family Doctor/Senior Lecturer. #UoMWP Lead & #EDI Co-Lead @Medicine_UoM @OfficialUoM .Chair @NMS_WP_Forum & @askdoc1 . Media @DIMAH_UK & @SLIHC1,"Manchester, England",8362,12161,2018-07-14 13:12:28
Steveeeen__,Final fee for Alex Telles will be around €15m with add ons. Porto have accepted also because the player forced the move - he only wanted to join Manchester United 🔴 #MUFC &gt; https://t.co/aI0OImt6s7,2020-10-04 15:34:00,[],3317,0,Fc Barcelona,,1885,46744,2015-06-19 10:58:44
Mukktty_jr,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:34:00,"['MUFC', 'MUNTOT']",1828,0,"Everything you want is on the other side of FEAR .....🗣️
May 27th🎂
MUFC💗","Kaduna, Nigeria",1202,6950,2012-09-17 10:09:10
1996football,"GOAL Man Utd 1-0 Spurs (2 mins)

Bruno Fernandes steps up and scores after Anthony Martial was tripped in the box by Davinson Sanchez 

#MUNTOT",2020-10-04 15:34:00,[],280,0,#mufc,manchester,168,16557,2013-09-03 00:24:12
ALFIIRMAN1,"YAAAAAA  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/Ddd7NUHgYC",2020-10-04 15:34:00,"['MUFC', 'MUNTOT']",30,0,"Fried Ciken For Life 🍗🍗
WildRepublic",Antlersland,1321,32685,2018-02-02 01:18:13
Doreena4Wess,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:34:00,"['MUFC', 'MUNTOT']",1828,0,"Protect your children!
Every day and night!
And take good care of you!
Creativity meets possibility!
Enjoy life! ❤ Love you lots!
❤ worldwide ❤
Quality time 😘❤",worldwide,250,10621,2013-06-14 21:51:10
LeBone73,Awkward  #MUNTOT https://t.co/fdWaB50p32,2020-10-04 15:34:00,['MUNTOT'],0,1,Former Global Stock Market Trader now working the property market in Essex’s ‘Golden Triangle’ ... Call me,"Woodford, England",124,1327,2011-03-29 18:35:07
GAZZYOLA,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:34:00,"['MUFC', 'MUNTOT']",1828,0,#Jagznation|photographer|director| graphics design|Chelseafc,Africa🌍 | World 🌏 ,1874,92487,2014-11-04 11:07:24
beINSPORTS_EN,"GOAL! ⚽ @ManUtd 1-0 @SpursOfficial

Bruno Fernandes scores his customary penalty!

#beINPL #PL #MUNTOT 📺 HD11 https://t.co/5PHKmQXSSy",2020-10-04 15:34:00,"['beINPL', 'PL', 'MUNTOT']",2,29,The Official English Account for beIN SPORTS Channels in MENA,MENA,1174114,91846,2012-05-10 13:45:16
wallace18crf,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:34:00,"['MUFC', 'MUNTOT']",1828,0,18 anos // RJ // ♓ // @flamengo💍@ManUtd // ✊🏿 Vidas Negras Importam ✊🏿,Oto Patamar,386,31431,2018-01-26 16:22:14
juanjosepereir9,"HD Match

Manchester United Tottenham

↯❂: match #MUNTOT #MUFC

Watch Stay Streaming Hyperlink ↓↓↓↓
↓
↓
↓
Laptop: ↓↓

••&gt;&gt; https://t.co/HdYXjSmWkM

Cell ↓↓
••&gt;&gt; https://t.co/HdYXjSmWkM

RTWET + LIKE https://t.co/tQtrIMg5YK",2020-10-04 15:34:00,"['MUNTOT', 'MUFC']",10,15,,,3,30,2014-05-09 03:01:48
BetVictor,"After stuttering starts to the season who will get the much needed win?

Bet on #MUNTOT In-Play here",2020-10-04 15:34:00,['MUNTOT'],0,2,"BetVictor, founded in 1946, is an award-winning, online gambling company that champions safer gambling. Followers must be 18+. Please gamble responsibly.",begambleaware.org,109405,256998,2012-03-05 14:51:55
aimanyiz,"Manchester United and Porto have reached an agreement for Alex Telles! Last details to be sorted on next few hours, then medicals and official announcement. Here we go soon! 🔴 #MUFC #transfers",2020-10-04 15:34:00,[],23284,0,,Malaysia,205,846,2018-08-17 13:41:26
Daht_Guy_Vick,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:34:00,"['MUFC', 'MUNTOT']",1828,0,"IT Guy. UI/UX/Print/Logo Designer.
Newbie Forex Trader.
Die-Hard Anime Fan.
Love Puzzles.
@ManUtd...",,58,1626,2019-03-28 17:24:04
harley_m16,"LIVE ••• watch dwell

Manchester United Tottenham

BROADCAST TO PLAY HD

#MUNTOT #MUFC

Stay Stream ::↓↓↓↓

Stay soccer HD right here https://t.co/QZxW9A1hB7

Stay soccer 4K right here https://t.co/QZxW9A1hB7

RTWET + LIKE https://t.co/J5JMIvjxLH",2020-10-04 15:34:00,"['MUNTOT', 'MUFC']",1,16,,,2,96,2015-07-22 12:35:26
HeleneDenay,"Stay broadcast .. ↓

Watch Stay Manchester United Tottenham

Stay Protection, Stay Streaming On-line

dwell right here ↓↓↓

Cell LINK &gt;&gt; https://t.co/XRfrrls7KP

Laptop LINK &gt;&gt; https://t.co/XRfrrls7KP

#MUNTOT #MUFC

RTWET + LIKE https://t.co/xdmMsUBZ05",2020-10-04 15:34:00,"['MUNTOT', 'MUFC']",1,15,,,19,30,2013-08-17 03:29:53
altefkatr,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:34:00,"['MUFC', 'MUNTOT']",1828,0,#MartialEuro2021 🐝,"Seoul, Republic of Korea",75,4660,2014-07-21 18:24:17
aurelien_du78,Final fee for Alex Telles will be around €15m with add ons. Porto have accepted also because the player forced the move - he only wanted to join Manchester United 🔴 #MUFC &gt; https://t.co/aI0OImt6s7,2020-10-04 15:34:00,[],3317,0,PSG c’est les meilleurs parle pas pour rien avec moi à jamais supporter du PSG à vie ❤️💙❤️💙👌💪🏻💪🏻🔥🔥😍😍😍,"Buchelay, France",676,84031,2017-11-22 19:29:13
King_Chris_Jr,Goooooaaaal!!! #MUNTOT,2020-10-04 15:34:00,['MUNTOT'],1,2,"Life is bisexual, anyone can blow 🥴

contact me - yoursocialprefect@gmail.com for business.",Once upon a time...,67079,126574,2017-10-21 09:42:52
ItzjoeDona,"2' - You cannot write it. After all the penalty comments from José Mourinho, #mufc open the scoring from the spot #mulive https://t.co/b713JsiIKv",2020-10-04 15:34:00,"['mufc', 'mulive']",123,0,3rd twitter account.. Hopefully this one won't be suspended.. August born.. United fan.. Team wizzy.. Proudly Akwaibomite ✌🏽✌🏽,"Ilaro, Nigeria",5191,114385,2018-08-18 01:29:00
iavishand7,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:34:00,"['MUFC', 'MUNTOT']",1828,0,BoRn in ParaDise(Mauritius🌞🇲🇺)🌴|God's my inspiration🔯||Manchester UniTeD's my reLiGion🔴||MUFC_familÿ♨️💗|Music's my DrUg🎼||RędÃrmŷ®️🔥💥 #AR7️♨🎭 @ManUtd,"Folkestone, England",467,25344,2012-07-21 10:43:47
Blaugrana45_,"Manchester United and Porto have reached an agreement for Alex Telles! Last details to be sorted on next few hours, then medicals and official announcement. Here we go soon! 🔴 #MUFC #transfers",2020-10-04 15:34:00,[],23284,0,@fcbarcelona,,7455,124596,2018-01-09 09:48:40
gianmarco__p,Ready for some showtime reds action... #MUNTOT https://t.co/KOtVZ4UH6C,2020-10-04 15:34:00,['MUNTOT'],0,0,A Perfect Day for Bananafish,"Montepulciano, Toscana",286,22972,2011-08-21 17:06:25
Iam_Ubaba,Alex Telles to #mufc is a done deal. Total agreement reached. United will pay around €20m for the Porto left back. Medical tonight in the UK #muzone [@Sky_Marc],2020-10-04 15:34:00,['mufc'],485,0,Just me. Believe.®️,Somewhere around the world🌎🌍,1321,77854,2012-12-20 16:13:35
M4TT_H1LTON,What a start! #MUNTOT https://t.co/Vi0jvEJV8v,2020-10-04 15:34:00,['MUNTOT'],0,0,,Manchester,495,1883,2010-11-15 20:48:16
TheBusbyBabe,Manchester United received two penalties within 30 consecutive seconds of premier league football #MUFC,2020-10-04 15:33:59,['MUFC'],7,0,@SBNation blog covering all things #MUFC / Manchester United's Official Paint Partner,,7347,16926,2010-09-22 15:29:25
ArbeeMuhammad,"Goal - FERNANDES
Assist - MARTIAL

Man Utd 1-0 Spurs (2 mins)

#MUNTOT #FPL",2020-10-04 15:33:59,"['MUNTOT', 'FPL']",280,0,"jacket on fuck it, jacket off (read it slowly 😉)",your nani’s house,311,5731,2015-01-18 08:42:24
SharmaSidhant10,Let's go! 😁 #MUNTOT #bruno,2020-10-04 15:33:59,"['MUNTOT', 'bruno']",0,0,,,19,88,2013-04-05 13:53:26
hafiziakma,"Alex Telles is a done deal, he will travel to have a medical ahead of a €20m move to #mufc [Sky Sports Germany]",2020-10-04 15:33:59,['mufc'],83,0,ijwtd.,Malaysia,650,48255,2011-04-21 14:22:51
aizosamaki,"PENALTY to Man Utd...

#MUNTOT",2020-10-04 15:33:59,['MUNTOT'],711,0,"I have standards,they are low,but i have them.Son of the Most High. Too much to gain to lose.",kenya,894,90843,2011-03-16 07:46:27
isla_sparkles,"BRUNO FERNANDES DOES IT AGAIN ⚽️

#MUNTOT https://t.co/Ul1ByCygss",2020-10-04 15:33:59,['MUNTOT'],304,0,Programmer||MUFC||CR7,"Lagos, Nigeria",5965,3505,2017-10-09 05:59:08
VNM05,If they didn't give the brighton penalty last week... how are they giving that?#MUNTOT,2020-10-04 15:33:59,['MUNTOT'],0,0,,,210,2560,2009-07-10 07:58:53
MuthoniMaryanne,"Goal - FERNANDES
Assist - MARTIAL

Man Utd 1-0 Spurs (2 mins)

#MUNTOT #FPL",2020-10-04 15:33:59,"['MUNTOT', 'FPL']",280,0,Oreo lover ☺,"Nairobi, Kenya",11062,23434,2013-06-10 12:44:27
1asif_h,I thought I’d seen it all... then THEY get a penalty after 30 seconds. #MUNTOT,2020-10-04 15:33:59,['MUNTOT'],0,0,Love the people that god gave you because one day he will need them back! #LFC #YNWA,"London, England",7339,21678,2011-06-21 17:30:28
OmfgWeightless,"3 - Goal for Man Utd. Fernandes from the spot.

🔴 #MUFC 1-0 #THFC ⚪",2020-10-04 15:33:59,"['MUFC', 'THFC']",135,0,Football Club Internazionale Milano⚽️ I Nerazzurri La Beneamata ll Biscione /Napoli/Roma/Spurs/Atletico/ROCK❤️@alltimelow 欧州サッカー大好きです,Japan Tokyo,342,9407,2012-04-09 12:22:03
djdwp69,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:33:59,"['MUFC', 'MUNTOT']",1828,0,work at Dk Pub & Ktv🍻 wazzup Dk ? Feels like home 🎉🎊,Tuban - Jakarta,197,17346,2013-12-04 21:29:30
David27Kemp,And we're off to a blinder #MUNTOT #coys,2020-10-04 15:33:59,"['MUNTOT', 'coys']",0,0,"VAN & MAN in THANET///DM me// TV&Music critic. Motorcyclist,classic cars,music music music . inventor of the selfie #coys fan. football supporter","Broadstairs, England",313,6709,2015-02-22 16:28:33
faisalshaikh96,"GOAL Man Utd 1-0 Spurs (2 mins)

Bruno Fernandes steps up and scores after Anthony Martial was tripped in the box by Davinson Sanchez 

#MUNTOT",2020-10-04 15:33:59,[],280,0,Lawyer with a profound fondness towards the beautiful game. #MUFC. 🎓,,474,28934,2012-02-19 22:07:49
UNCLE_BLAK,"Goal - FERNANDES
Assist - MARTIAL

Man Utd 1-0 Spurs (2 mins)

#MUNTOT #FPL",2020-10-04 15:33:59,"['MUNTOT', 'FPL']",280,0,DREAMVILLE 🤘🏿❤️,,1087,22027,2019-01-15 20:58:40
izzul_azri,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:33:59,"['MUFC', 'MUNTOT']",1828,0,SGMT Runners 🏃,"Segamat, Johor",394,19312,2018-04-24 15:44:27
michaelbrunton4,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:33:59,"['MUFC', 'MUNTOT']",1828,0,Snapchat- michaelbrunton.  IM THE CHAMP. #MUFC forever in my heart.,kingswood,634,10395,2012-05-28 15:27:20
Noblestrategyy,Penandes 😭🤣😭 I love to see it #MUNTOT,2020-10-04 15:33:59,['MUNTOT'],0,0,"writer and political commentator. Manchester United biggest fan
Instagram @noblestrategy",Africa..Nigeria...Abia State,13469,4825,2014-10-09 12:33:52
Mqrtial,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:33:59,"['MUFC', 'MUNTOT']",1828,0,🔴 Hated. Adored. Never ignored. 🔴 #GlazersOut #WoodwardOut #MUFC 🔰🔰🔰|Martial FC| #AM9,Manchester,231,9887,2012-07-24 18:06:07
DylanDa65543170,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:33:59,"['MUFC', 'MUNTOT']",1828,0,,,70,1182,2018-04-01 19:47:31
CodyMilner2,"Alex Telles, Donny van de Beek &amp; Edinson Cavani for just over £50M.

That leaves PLENTY of room for #mufc to make a splash.",2020-10-04 15:33:59,['mufc'],587,0,lifelong mufc fan🔴⚪️⚫️| Avi Maker| Designer,,298,1030,2020-01-20 19:33:08
lanujaz2,"GOAL Man Utd 1-0 Spurs (2 mins)

Bruno Fernandes steps up and scores after Anthony Martial was tripped in the box by Davinson Sanchez 

#MUNTOT",2020-10-04 15:33:59,[],280,0,I'm not leaving! 3rd account smh jack and I got beef,KL/ISB,131,9784,2020-08-06 14:35:21
009Frt,How are Spurs already down? #MUNTOT,2020-10-04 15:33:59,['MUNTOT'],0,0,meh,Chilling,84,3898,2020-06-19 09:39:15
AbdussalamTemi1,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:33:59,"['MUFC', 'MUNTOT']",1828,0,"football lover, Manchester United 🔥🔥 humble being 💥",,12,183,2020-03-08 21:00:39
itsevan1602,Off to a good start. Keep it this way boys #MUFC #MUNTOT https://t.co/vrYUUCvtOK,2020-10-04 15:33:59,"['MUFC', 'MUNTOT']",0,0,𝐌𝐚𝐧𝐜𝐡𝐞𝐬𝐭𝐞𝐫 𝐔𝐧𝐢𝐭𝐞𝐝 𝐅𝐂 • 𝗛𝗼𝘁𝗲𝗹𝗶𝗲𝗿 𝗕𝘆 𝗣𝗿𝗼𝗳𝗲𝘀𝘀𝗶𝗼𝗻 • 𝐇𝐨𝐬𝐩𝐢𝐭𝐚𝐥𝐢𝐭𝐲 𝐌𝐚𝐧𝐚𝐠𝐞𝐦𝐞𝐧𝐭 𝐒𝐭𝐮𝐝𝐞𝐧𝐭,"Pretoria East, South Africa",1488,42066,2010-04-17 00:38:41
DeanHodgkin23,Great start! Lovely bit of football from Bruno and martial! #mufc,2020-10-04 15:33:59,['mufc'],0,0,Manchester United ❤️// Amanda ❤️😍,England,102,5995,2010-05-23 20:37:31
alesinloyeibra1,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:33:59,"['MUFC', 'MUNTOT']",1828,0,A King I STAN🦅❤!!!,"Lagos, Nigeria",306,41177,2017-07-11 20:20:59
CesarArias15_,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:33:59,"['MUFC', 'MUNTOT']",1828,0,22.,,415,31176,2012-10-23 02:47:37
fairuzapandi,"Manchester United and Porto have reached an agreement for Alex Telles! Last details to be sorted on next few hours, then medicals and official announcement. Here we go soon! 🔴 #MUFC #transfers",2020-10-04 15:33:59,[],23284,0,"to be honest, sujud feels so different when you're sad. @ManUtd",Johor Bahru,1721,205022,2010-10-08 02:40:14
AkshayMhaskar10,Normal service resumed at Penchester United. #MUFC 🙏🏼,2020-10-04 15:33:59,['MUFC'],0,0,Why did you do it?,,71,2453,2017-08-22 18:15:58
