username,text,tweetcreatedts,hashtags,retweetcount,likecount,acctdesc,location,followers,totaltweets,usercreatedts
ManUtd,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:32:06,"['MUFC', 'MUNTOT']",1828,8143,Official #MUFC account. @ManUtd_ES 🇪🇸 | @ManUtd_ID 🇮🇩 | @ManUtd_JP 🇯🇵 | @ManUtd_MY 🇲🇾 | @ManUtd_AR مانشستر يونايتد,"Manchester, England",23298995,61792,2012-04-20 15:17:43
AoifeTurner,"Manchester United and Porto have reached an agreement for Alex Telles! Last details to be sorted on next few hours, then medicals and official announcement. Here we go soon! 🔴 #MUFC #transfers",2020-10-04 15:32:06,[],23283,0,"MUFC Home & Away  🔴⚪⚫                                                
Instagram- aoifeturner13 🔰",Manchester 🐝,24370,32069,2009-06-05 10:38:07
kop_anfield0108,"PENALTY to Man Utd...

#MUNTOT",2020-10-04 15:32:06,['MUNTOT'],710,0,リアルで呟くとうるさいのでサッカーアカウント作りました。大学兼,2014〜kop,118,655,2019-03-07 17:30:51
madeinlagos,United have scheduled medicals for Edinson Cavani and Alex Telles for later today at Carrington. #mufc,2020-10-04 15:32:06,['mufc'],2106,0,You know the vibes.,Lasgidi,2196,300252,2011-02-02 18:54:06
chapphello,29 seconds and a penalty. This referee knows what’s up. Good job ref. #MUNTOT #MUFC #COYS,2020-10-04 15:32:06,"['MUNTOT', 'MUFC', 'COYS']",0,0,"🇬🇧 Based in #Taiwan, Tweeting about various things I have an opinion on & interest in.","Taichung City, Taiwan",128,6631,2016-11-11 05:38:47
Draco6996,Fastest Penalty of the season #MUNTOT,2020-10-04 15:32:06,['MUNTOT'],4,0,Your Favorite loner. 🇦🇪🇳🇬,Pluto 🥶,4552,139904,2018-10-25 08:42:26
lucasoliveirahs,Hilarious. 30 seconds in. #MUNTOT,2020-10-04 15:32:06,['MUNTOT'],20,0,⚽️🏀🎮🗽⛪,,629,26260,2013-10-05 03:25:40
utdfrosty,"1 - Penalty to Man Utd.

🔴 #MUFC 0-0 #THFC ⚪",2020-10-04 15:32:05,"['MUFC', 'THFC']",433,0,MUFC 🇾🇪 🍇 🌊,,330,762,2020-07-25 16:32:48
United_1981,Kick off....penalty to United. BRUUNNNOOOOOOOOO #MUNTOT,2020-10-04 15:32:05,['MUNTOT'],0,1,"United first and foremost. Time for the leaches that are the Glazer family to go #GlazersOut Follow limit reached, I WILL follow back when I can",,915,1144,2019-08-01 15:47:58
darma_sena,Final fee for Alex Telles will be around €15m with add ons. Porto have accepted also because the player forced the move - he only wanted to join Manchester United 🔴 #MUFC &gt; https://t.co/aI0OImt6s7,2020-10-04 15:32:05,[],3316,0,"Asik itu baik. Baik itu asik ! 
Asikin ajaa..",Kota Banda Aceh,262,2021,2012-10-09 06:15:53
ImaPeterFile,"1 - We're underway at Old Trafford.

𝗖𝗢𝗠𝗘 𝗢𝗡 𝗬𝗢𝗨 𝗦𝗣𝗨𝗥𝗦! 

🔴 #MUFC 0-0 #THFC ⚪",2020-10-04 15:32:05,"['MUFC', 'THFC']",92,0,"keep the same energy
South London",,279,136481,2012-12-11 17:43:24
MikeLuckhurst,"Who had the 1st minute?

#MUNTOT #THFC #COYS",2020-10-04 15:32:05,"['MUNTOT', 'THFC', 'COYS']",0,0,Wielder of Sarcasm. Void of Sympathy. Consistently Inconsistent. If Rock n Roll's dead you can kill me right now. Tottenham 'til I die... COYS!,,44,1994,2011-10-18 16:00:08
TheSixYardsPod,"First minute penalty for #MUFC!

Can Bruno give them an early early lead?

#MUNTOT",2020-10-04 15:32:05,"['MUFC', 'MUNTOT']",0,0,Official Twitter of The Six Yards Podcast. We discuss all things football.,,40,258,2020-09-13 16:22:30
geraldtmothy,#mufc have scheduled medicals for Edinson Cavani and Alex Telles at Carrington later today #mulive [men],2020-10-04 15:32:05,"['mufc', 'mulive']",1067,0,"simpan bacotmu, sampai matahari terbenam.",Indonesia,590,30854,2011-10-08 10:46:11
kwuo14,We need this win... Let’s go!!!!!! 🔴 #MUNTOT #CuppyMUFC,2020-10-04 15:32:05,"['MUNTOT', 'CuppyMUFC']",1238,0,Fanatic Arsenal fan 🔴⚪️ .Philanthropist🥰.Team K wuo President🖤👑.Everything Black beautiful 🖤🖤🔥,Ghana,193,19903,2014-12-28 10:35:11
6oingSouth,"Manchester United and Porto have reached an agreement for Alex Telles! Last details to be sorted on next few hours, then medicals and official announcement. Here we go soon! 🔴 #MUFC #transfers",2020-10-04 15:32:05,[],23283,0,"sebut saja male, jangan female, apalagi shemale.","Makassar, Indonesia",756,10373,2010-10-20 11:11:16
Hurricane_Hits,"PENALTY to Man Utd...

#MUNTOT",2020-10-04 15:32:05,['MUNTOT'],710,0,beatmaker_ ✍️💸 _ ma palette d’échantillons 🎹🎨 : https://t.co/gunDRY1BJj _,"Saint-Quentin, France",1279,156565,2012-05-04 20:28:37
135mitchell,Come on!! #mufc,2020-10-04 15:32:05,['mufc'],0,0,Mitch.United one love!! MUFC!!!!!! manchester United season ticket holder 3,derbyshire,358,15428,2010-10-23 18:39:40
thfc_k,Hilarious. 30 seconds in. #MUNTOT,2020-10-04 15:32:05,['MUNTOT'],20,0,street cheetah,,479,44658,2014-10-18 05:42:08
luqmanlarry,What a soft penalty #MUNTOT #SSFootball,2020-10-04 15:32:05,"['MUNTOT', 'SSFootball']",0,0,,Cape Town,33,223,2011-06-13 07:31:38
KevaNjoroge,"PENALTY FC AT IT AGAIN

AFTER 30seconds

#MUNTOT",2020-10-04 15:32:05,['MUNTOT'],0,0,Boston Celtics ||  Manchester City 🏴󠁧󠁢󠁥󠁮 || I love everything Rugby - Gallagher Premiership and Super Rugby||   GOD ABOVE ALL 🙌🏾,XBOX SERIES X/PS5,512,37276,2012-09-09 08:20:38
kvnrnst,"1 - Penalty to Man Utd.

🔴 #MUFC 0-0 #THFC ⚪",2020-10-04 15:32:04,"['MUFC', 'THFC']",433,0,Depressed Tottenham fan,"Karlsruhe, Baden-Württemberg",7,1624,2015-01-11 15:59:30
UTD_Junior,Penalty in 30 seconds!! You love to see it 🤣🤣 #MUNTOT,2020-10-04 15:32:04,['MUNTOT'],0,0,Man United and football chats • News • content all on this page,,32,165,2020-08-04 22:22:55
Talulamaniacos,"🏆 Live HD Stream

•Premier League 🏆  

 Live Stream Arsenal vs Sheffield United 

• Mobile 📱 –  https://t.co/H8OqyrxjeX

• Computer 💻 –  https://t.co/H8OqyrxjeX

🔜#َMUNُTOTِ  ⚽

Retweet",2020-10-04 15:32:04,[],5,0,"O sonho só termina quando desistimos de sonhar. 
Te apoiaremos em todos os momentos.
Defenderemos esse sorriso pra sempre.
Since:09/02/11",Rio de Janeiro,343,3989,2011-02-09 13:59:59
therealcjthadj,"Under way at Old Trafford — come on United! 🔴⚪⚫

#MUFC #MUNTOT",2020-10-04 15:32:04,"['MUFC', 'MUNTOT']",262,0,"I own #Wolastoqiyik Media Group. 
A 💯% #Indigenous owned #DJ Service. Proud #Liberal and #Weather Nerd.","Ottawa, Ontario, Canada",1485,80483,2009-07-13 19:12:22
JustAnEarthian,We score Penalties and we are proud! #MUFC,2020-10-04 15:32:04,['MUFC'],0,0,"A curious rebel who loves to ink. Big fan of kindness, love, fierceness and all things humane. Sports account.",,78,2497,2020-01-31 09:40:03
BhavinParikh5,Penalty 😂😂😂😂😂..  #MUNTOT #MUFC https://t.co/mkEwviaiaI,2020-10-04 15:32:04,"['MUNTOT', 'MUFC']",0,0,,,324,3778,2015-12-13 17:09:41
Noamat_,"Under way at Old Trafford — come on United! 🔴⚪⚫

#MUFC #MUNTOT",2020-10-04 15:32:04,"['MUFC', 'MUNTOT']",262,0,Streamer artisanal depuis 2014 • Sports & FPS • #MUFC • #TeamOM • #LakeShow • #essereFerrari • Contact : noamat@live.fr • ✊🏻✊🏽✊🏿,France,239,9927,2015-04-08 23:54:35
neve_crane,HAHAHAHAHA PENCHESTER UNITED MY CLUB #MUNTOT,2020-10-04 15:32:04,['MUNTOT'],0,1,"Football, bloody hell.//Mufc//Be Kind//God save the Queen// Ole’s at the wheel.",England,400,7863,2013-08-09 18:28:40
IamJayfirst,"Penchester United!!!!

🤸‍♂️🤸‍♂️🤸‍♂️

#MUNTOT",2020-10-04 15:32:04,['MUNTOT'],1,2,"Jesus lover|| Family, way too precious|| Footy gives me immense joy! || #MUFC

|Entrepreneur||Wife || Mother||","Lagos, Nigeria",2031,5341,2012-07-25 05:45:04
adel_alabdullah,United have scheduled medicals for Edinson Cavani and Alex Telles for later today at Carrington. #mufc,2020-10-04 15:32:04,['mufc'],2106,0,"Love for others what you love for yourself. , Manchester United #MUFC , Instgram : @adel.a.88 ثلاثيني ✌🏼 غير مهتم",Kuwait مواليد الثمانينات,1074,81667,2011-01-27 02:32:22
moalawadi,"🚨 Here's how we line up to take on Spurs this afternoon! 📋

#MUFC #MUNTOT",2020-10-04 15:32:04,"['MUFC', 'MUNTOT']",4656,0,,"Jaber Al Ahmad City, Kuwait",272,93441,2010-05-30 05:38:29
FootballNewz_24,"@ManUtd 1-0 @SpursOfficial 

Goal by; Fernandes (penalty)

#MUNTOT 
@premierleague",2020-10-04 15:32:04,['MUNTOT'],0,1,"||THE HOME OF @premierleague news||
|Transfernews, goal alert....&more🔴|
Owner-|| @ireayomideO ||@jesse_tolu
||
Other Handel's-|| IG- footballnewz24||",Premier league,21,363,2020-07-19 17:46:43
IOS_ITM,"A pre-match word with the boss 🎤

Hear more from Ole on today's team selection 📝

#MUFC #MUNTOT https://t.co/u0pkcZThRR",2020-10-04 15:32:04,"['MUFC', 'MUNTOT']",276,0,"没有失败并投降 
                                                  #MUFC
#ManchesterUnited @ManUtd",South Jakarta Indonesia,553,221317,2016-08-28 01:32:03
sushilsangar,Bruuuuuuuuunnnooo! Cry ABUs. Cry. #MUNTOT https://t.co/iZ4kjMKDes,2020-10-04 15:32:04,['MUNTOT'],0,0,"#MUFC supporter since 89/90 season, because of Dad - a supporter since '67. Aspiring MUFC historian #LUHG🔰 #UTFR🔴; @England, @harlequins, @Middlesex_CCC","London, England 🏴󠁧󠁢󠁥󠁮󠁧󠁿",387,8503,2011-02-27 18:33:09
Bulumacleo,"When you call United supporters penalty fc:

#MUNTOT https://t.co/gJYZh4qKSI",2020-10-04 15:32:04,['MUNTOT'],0,0,"//ODI WA NAMBALE😎//EL PATRON //KIONGOSS//



//MISERANDO ATQUE ELIGENDO//",Nairobi,5656,16866,2014-04-14 15:50:06
movingtrain2020,"⏰ Time to get the legs moving 🔄

#MUFC #MUNTOT https://t.co/ckmyGTf1aR",2020-10-04 15:32:04,"['MUFC', 'MUNTOT']",370,0,"International relations, Business management, Economics, #fightforthecommonman, #BlackLivesMatter❤",,312,8101,2020-03-13 16:57:42
UbikWintermute,"29 seconds in and a Man United penalty given.

Soft call.

#MUNTOT",2020-10-04 15:32:04,['MUNTOT'],0,1,"My heroes are Hunter S. Thompson & Bill Hicks.

#Canucks #CPFC🦅 #VWFC #BlueJays",Holomovement,226,15053,2018-12-17 21:01:53
theamazinggoose,C'mon UNITED!! #MUFC 🔴 🔴 🔴,2020-10-04 15:32:04,['MUFC'],0,0,sup im goose. im into reading writing art comics manga anime gaming rock metal punk wrestling and football ⚽ #mufc 🔴 PSN: CR9Kid,,21,1800,2018-08-20 14:52:53
philipbryant180,"1 - Penalty to Man Utd.

🔴 #MUFC 0-0 #THFC ⚪",2020-10-04 15:32:04,"['MUFC', 'THFC']",433,0,nice  guy! l Loves loads of sports and going on the internet! Supports bristol city and arsenal! And is a big WWE fan! and aew !,somerset england!,2204,379152,2009-06-25 16:01:29
An_AngelicDevil,"Goaaaaaaaaaaaalllllllllll
#GGMU
#MUNTOT",2020-10-04 15:32:04,"['GGMU', 'MUNTOT']",0,1,Football | CA | History | Unheard Stories | Behavioural Sciences,Janet-e-Kashmir,1563,28346,2010-02-15 08:13:27
milinw001,"PENALTY to Man Utd...

#MUNTOT",2020-10-04 15:32:04,['MUNTOT'],710,0,yujin × annyeongz × jinjoo × izone × manchesterunited,"Manchester, England",96,51300,2013-08-14 13:14:08
KukiMax_MUFC,Bruno @B_Fernandes8 GOAL! #MUNTOT,2020-10-04 15:32:04,['MUNTOT'],0,0,Its all about United #MUFC,"Noida, NCR, India",80,1051,2010-05-07 07:22:18
BeckyNCKFan,That’s hilarious 1-0 already! #MUNTOT,2020-10-04 15:32:03,['MUNTOT'],0,1,multi-fandom #ProudOfMel BTS gifs from Season Passes/SYFY she/her,United Kingdom ,4031,171176,2011-02-17 18:21:34
iamwekesa,"SCOUT: Just over 1.38 million #FPL managers transferred out Son ahead of GW4 - no other player has suffered as many sales in a single GW this season

The Mourinho mind games hit hard!

#MUNTOT https://t.co/g0M8VwC2tt",2020-10-04 15:32:03,['FPL'],125,0,God first 🙏 | Sports Junkie | @ManCity | Views are my own|,"Nairobi, Kenya",4489,67413,2019-10-23 04:36:48
PatrickSikler,United got a penalty 30 seconds into the game. #MUNTOT,2020-10-04 15:32:03,['MUNTOT'],0,0,"Football, F1, TV Shows. ''The sweetest person on planet earth'' - 08.07.2020",In the fandom,230,17372,2014-02-10 20:02:13
bainalan05,Penalty United (yes really!) #MUNTOT #PL,2020-10-04 15:32:03,"['MUNTOT', 'PL']",0,0,Just an ordinary guy who likes sport. Proud member of the #ZVArmy. From the same county as the WWE Champion. I follow back.,"Kilbirnie, United Kingdom",8489,99370,2015-03-14 10:26:01
baluu_wol,"Manchester United and Porto have reached an agreement for Alex Telles! Last details to be sorted on next few hours, then medicals and official announcement. Here we go soon! 🔴 #MUFC #transfers",2020-10-04 15:32:03,[],23283,0,"Content Writer, Scriptwriter, Director, Filmmaker, and an award-winning actor. KANERE reporter. Head up high to God. MUFC first",,536,2878,2011-10-08 04:01:00
geraldtmothy,Porto have accepted the fee from #mufc because the player forced the move - he only wanted to join Manchester United 🔴 #muzone [@FabrizioRomano],2020-10-04 15:32:03,['mufc'],185,0,"simpan bacotmu, sampai matahari terbenam.",Indonesia,590,30854,2011-10-08 10:46:11
KAMBA_BAE8,"A BIG #PL game is coming 🔜

📺 Switch over to #MUTV from 15:50 BST to follow our live build-up and coverage 👉

#MUFC #MUNTOT",2020-10-04 15:32:03,"['PL', 'MUTV', 'MUFC', 'MUNTOT']",165,0,,,2150,5439,2018-12-18 18:32:47
HaroonMUFC47,"1 - Penalty to Man Utd.

🔴 #MUFC 0-0 #THFC ⚪",2020-10-04 15:32:03,"['MUFC', 'THFC']",433,0,"|MUFC official member🔴⚫|  |Software Engineer  |  
 | GGMU |  | FB all FT ⚽️|","Gloucester, England",3614,32385,2014-07-16 01:46:05
srinath_msn,"""It's the feeling I had when Falcao signed..."" 💭

@GNev2 gives his thoughts on #MUFC's transfer activity as they look set to seal a late deal for 33-year-old Edinson Cavani.

Watch #MUFC v #THFC live on Sky Sports Premier League! https://t.co/B86tbS3k8T",2020-10-04 15:32:03,['MUFC'],270,0,,"Toronto, Ontario",315,36273,2009-06-29 09:11:30
t_tamuno,BRUNO SCORES 😍 #MUNTOT https://t.co/RywFOdeCPQ,2020-10-04 15:32:03,['MUNTOT'],0,0,|| Christ is My Hope || Risk Consultant || #MUFC ⚽ #Lakers🏀 IG: https://t.co/idqonzx2ZW,West Africa,2443,31718,2014-07-16 23:31:37
alduwailah_a,"GOOOAL MAN UNITED !!! 🤩

#MUFC 
#MUNTOT",2020-10-04 15:32:03,"['MUFC', 'MUNTOT']",0,0,#MUFC,,300,449,2020-04-05 20:03:59
nurulizzahk1,"Under way at Old Trafford — come on United! 🔴⚪⚫

#MUFC #MUNTOT",2020-10-04 15:32:03,"['MUFC', 'MUNTOT']",262,0,"Manchester United Till I Die.⚽ - @ManUtd❤️ / ⬠ PENTAGON: YOU ARE MY UNIVERSE.🌌  
                                                               🍑HYUNBIN♡•ᴗ•.","Old Trafford, Manchester.",2954,52414,2011-08-08 04:20:44
abnercaios,"🏆 Live HD Stream

•Premier League 🏆  

 Live Stream Arsenal vs Sheffield United 

• Mobile 📱 –  https://t.co/H8OqyrxjeX

• Computer 💻 –  https://t.co/H8OqyrxjeX

🔜#َMUNُTOTِ  ⚽

Retweet",2020-10-04 15:32:03,[],5,0,,,260,374,2011-04-28 01:59:41
LFCDylan19,If I speak I am in trouble #MUNTOT,2020-10-04 15:32:03,['MUNTOT'],0,0,LIVERPOOL|PATRIOTS,,381,4533,2014-12-02 17:47:52
The1stLare,"I’m here for the Zebra in the Box

#MUNTOT",2020-10-04 15:32:03,['MUNTOT'],0,0,"Excelsior| if it’s not Plantain, leave me alone.",Your Kitchen,1075,3658,2012-03-02 14:31:08
Official_R3DiC,"Manchester United and Porto have reached an agreement for Alex Telles! Last details to be sorted on next few hours, then medicals and official announcement. Here we go soon! 🔴 #MUFC #transfers",2020-10-04 15:32:03,[],23283,0,#GloryManUtd,🇰🇪,12012,58265,2012-06-19 05:18:08
sweetaidpapi,"PENALTY to Man Utd...

#MUNTOT",2020-10-04 15:32:03,['MUNTOT'],710,0,"Futbol Extremist, Life's A Pitch. @Sevyn, @JusticeLeague 9/4/12 @Cassie Followed 27/07/12  @MaybachMusicGrp Follow me",MAXWELLHYLL,1092,83947,2011-12-18 14:37:17
ChineduAdikwu,"Our penalty na 29 seconds o

We will win

Fernandes

#MUNTOT",2020-10-04 15:32:03,['MUNTOT'],0,0,Legal Practitioner,Abia to the world 🇳🇬🇿🇦,2074,15151,2019-08-06 11:56:10
sibonski,"Who had 30 seconds 😂

#penalty #MUNTOT",2020-10-04 15:32:03,"['penalty', 'MUNTOT']",0,0,"Sarcasm, Passive Aggressive, Overuse of GIFs  

#THFC #BrentfordFC #RIPDrWho #Darts

Omphalophobic 

#NoMasks #NoNewNormal

All thoughts my own",Nottingham (Unfortunately),1151,18713,2017-01-11 16:44:18
roan687,"PENALTY to Man Utd...

#MUNTOT",2020-10-04 15:32:03,['MUNTOT'],710,0,depressed man u and eagles fan,,88,10094,2018-10-30 07:20:33
andrew_wall,Penchester United at it again!! #MUFC 🇾🇪 #MUNTOT,2020-10-04 15:32:03,"['MUFC', 'MUNTOT']",0,1,"🇾🇪 | @ManUtd Fan & Season Ticket Holder.
📝 | Contributor / Writer for @StretfordPaddck & @TheUnitedDevils.
📸 | IG: andrewcwall
#MUFC","West Midlands, England",844,6164,2009-10-25 16:18:20
BushidohB,#MUNTOT goal Bruno. 😍😍,2020-10-04 15:32:03,['MUNTOT'],0,0,VIEWER DISCRETION IS ADVISED! ✌ I drink too much Coffee! ☕ #GGMU #TGOD Pisces. ♓,WinterFell,632,18493,2011-05-13 12:50:55
lucys_portraits,"GOOOOALLLL 

#MUFC https://t.co/IiVzkNnrOT",2020-10-04 15:32:03,['MUFC'],0,1,Portrait artist. MUFC & MUWomen S.T holder. Teacher. Proud daughter of a stroke survivor. ✌🏼,"Everywhere & Nowhere, baby!",2883,68568,2010-12-30 16:42:34
pauley_a7,"Big one here boys. Get it done!

#MUFC #PL https://t.co/Xt05qhY0sX",2020-10-04 15:32:03,"['MUFC', 'PL']",0,0,CSU Sport Management | Snapchat- Pauley.Alioto | Instagram- Pauley_Alioto @Browns @Indians @Cavs @OhioStAthletics @ManUtd,"ÜT: 41.52245,-81.339175",633,39216,2010-07-08 21:49:08
FBUpdates17,"Man Utd 🆚 Spurs is here 😍

All the action 👉 https://t.co/qJPQa9Mv2m 

#MUNTOT https://t.co/ifjpNMXKm5",2020-10-04 15:32:03,['MUNTOT'],93,0,"Giving you football/soccer updates from all over the world. Fan of Sporting KC, Tottenham, Dortmund, and the USWNT.","St Louis, MO",308,21123,2018-12-09 04:26:27
Dzul_kautsar,"PENALTY to Man Utd...

#MUNTOT",2020-10-04 15:32:03,['MUNTOT'],710,0,||In a toxic relationship with Manchester United||,FORGET ME NOT VALLEY,144,5387,2010-08-11 02:10:29
tegosthegoat,#MUNTOT Penchester United here we go!,2020-10-04 15:32:02,['MUNTOT'],0,0,"Death can be the greatest opportunity of your life, Sergio.",venetia,175,2087,2019-02-03 12:14:24
bigknv,Gooooooalllll 🔴⚫️⚪️  #MUFC,2020-10-04 15:32:02,['MUFC'],0,0,6’3 | Jeremiah 1:19 🤎,Worldwide,590,14147,2018-07-14 01:00:29
_brayoz_,Let's goooooo!!!  #MUFC,2020-10-04 15:32:02,['MUFC'],0,0,| I. Am. Me. #MUFC. #GGMU |,Kenya,267,9201,2010-11-17 06:42:21
YNXGGREG,Penalty Fc have done it again #MUNTOT,2020-10-04 15:32:02,['MUNTOT'],0,1,"Simple..Hustle to you make it or excuse yourself
Graphic Designer",Lagos/Mississauga/Vancouver,90,1503,2020-01-06 06:08:13
CharlotteSheri1,"Who had 30 seconds? 

#penaltybingo #MUNTOT https://t.co/YExHN7L2lo",2020-10-04 15:32:02,"['penaltybingo', 'MUNTOT']",1,7,"I’m here because I talk too much🤐
Mainly about #LFC
Then again,the world in general distracts me at every turn
Follow me & see what I mean
Peace out🌻",Ireland ,3928,2670,2019-05-15 01:31:29
YourFavsUncle,"Penalty fc. Just 30 seconds. Man u🤡🤡

#MUNTOT",2020-10-04 15:32:02,['MUNTOT'],1,1,"I am @Abdulquddusal. Petite, Petty and witty. A good builder and a prefect destroyer.",Shim,2602,39981,2019-08-10 16:27:11
ericmugabi3,Bruno do your thing #MUNTOT,2020-10-04 15:32:02,['MUNTOT'],0,0,@ManUtd fan! Hustle and grow😎,In your thoughts,355,8021,2015-11-27 03:16:19
Glenzitor,Penalty United already have  a penalty within 29 seconds🙆🏾‍♂️😂 #MUNTOT,2020-10-04 15:32:02,['MUNTOT'],0,1,Innovator•Visionary•Investor•Serial Entrepreneur•Manufacturing•Agribusiness•Founder of Mayeke Investments•IG @guyustor •Liverpool FC•Orlando Pirates FC,"Pretoria, South Africa",364,1053,2019-05-31 08:42:52
MinisterInyang,1 minut penalty #MUNTOT,2020-10-04 15:32:02,['MUNTOT'],0,0,"buildin a dream, establishin the franchise #poetry #rap #king #agod #lawyer #contractengineer IG:geedeesempire",depth of my mind,399,16284,2011-09-27 05:23:13
standardsport,Penalty to United. Which will please Mourinho #mufc,2020-10-04 15:32:02,['mufc'],3,0,"Latest sports news, views and live football from the @EveningStandard.","London, England",40852,173167,2009-05-06 08:49:47
GoonerGirl1969,"Hahahahaha 30 seconds...

So Spursy...

Penalty - One nil to UTD

#MUNTOT",2020-10-04 15:32:02,['MUNTOT'],0,12,AFC since birth best night of my life Anfield '89 ⚽ love my son ♥️ proud 2 b a co-host on the @HighburySquad pod 4 dress sizes down from eating Keto & IF too 😁,,27200,284124,2012-01-15 11:19:39
Debby_chelsea10,Penalty in just 30sec #MUNTOT,2020-10-04 15:32:02,['MUNTOT'],0,6,|| God first || Football lover||. @Chelseafc & @chelseafcw fan|| Gamer|| #KTBFFH || @premierleague || Followed by @Bayer04_en ||,Earth,2958,1583,2020-08-29 22:09:59
Babadudu1,"@B_Fernandes8 converts coolly from the spot to put @ManUtd ahead. 
#MUFC #MUNTOT #EPL",2020-10-04 15:32:02,"['MUFC', 'MUNTOT', 'EPL']",0,0,The world is waiting for me!,Nigeria,1484,87550,2009-04-17 17:23:32
srikanth_nimma,Ha ha ha..what a start..#MUFC,2020-10-04 15:32:02,['MUFC'],0,0,"Die hard Man Utd fan...I tweet about Football,MotoGP and F1 mostly ¯\_(ツ)_/¯",Bangalore,141,3961,2010-10-21 19:54:51
DopeBoyDami,yet ANOTHER united penalty #MUNTOT,2020-10-04 15:32:02,['MUNTOT'],0,5,🇳🇬🇨🇦 • #coyg ⚽️• photographer,,776,11561,2011-05-17 23:29:56
buzzsport_ie,"If you, like us, made a cup of tea before #MUNTOT, it's already 1-0 to United! 

Familiar story- Bruno Fernandes from the penalty spot!",2020-10-04 15:32:02,['MUNTOT'],0,0,,,2672,12666,2018-01-19 20:27:07
DiscoMirror,"1-0, Fernandes from the spot #MUFC @MirrorFootball",2020-10-04 15:32:02,['MUFC'],1,5,Daily Mirror Manchester Football Correspondent.,"Manchester, UK",60577,18714,2009-03-27 18:16:26
SigurdKC,PENALTY! #MUFC,2020-10-04 15:32:02,['MUFC'],11,0,Oslo - Huge interest in Man United (and Rosenborg),Norge,305,15484,2016-11-24 15:18:25
geraldtmothy,"Wing back: Alex Telles
Midfielder: Van De Beek
Striker: Edinson Cavani

Here we go 🔺 #mufc https://t.co/F7h2sBjH4Y",2020-10-04 15:32:02,['mufc'],31,0,"simpan bacotmu, sampai matahari terbenam.",Indonesia,590,30854,2011-10-08 10:46:11
KajeeZak,What a start lol #Bruno! #MUFC 🤪🙏🏻,2020-10-04 15:32:02,"['Bruno', 'MUFC']",0,0,"“Football, bloody hell...” #MUFC","South Africa, Durban ☀",341,13202,2013-01-08 08:55:51
Silvers_spring,"PENALTY FC
#MUNTOT https://t.co/rkErMb9tqj",2020-10-04 15:32:01,['MUNTOT'],0,0,"🎣🎣 back up @SilversSpring2
#GAWA",🍻 Belfast 🍻 Ighalo fc 🍻,156,7290,2019-10-08 16:47:48
LiamDoel,Hahaha nahhhh. How quick was that #MUNTOT,2020-10-04 15:32:01,['MUNTOT'],0,0,@manutd fan| Majority of my tweets are sport related.,"South West, England",987,36436,2011-01-19 17:26:15
MaxioliSinai,"Manchester United v Tottenham | LIVE Stream Watchalong ...

Manchester United v Tottenham: Premier League live 

Live STREAM 🖱
.
LINK 1 &gt;&gt;  https://t.co/oSs1vwJTNf
.
.
LINK 2 &gt;&gt;  https://t.co/oSs1vwJTNf

#MUFٍC #MUNٍTOT https://t.co/x9SBQKPOSF",2020-10-04 15:32:01,[],21,0,,,4,247,2012-10-08 14:03:01
selenator_dutch,"Manchester United v Tottenham | LIVE Stream Watchalong ...

Manchester United v Tottenham: Premier League live 

Live STREAM 🖱
.
LINK 1 &gt;&gt;  https://t.co/oSs1vwJTNf
.
.
LINK 2 &gt;&gt;  https://t.co/oSs1vwJTNf

#MUFٍC #MUNٍTOT https://t.co/x9SBQKPOSF",2020-10-04 15:32:01,[],21,0,selenator.,,8,251,2012-10-29 15:31:57
vote4tributes,"Manchester United v Tottenham | LIVE Stream Watchalong ...

Manchester United v Tottenham: Premier League live 

Live STREAM 🖱
.
LINK 1 &gt;&gt;  https://t.co/oSs1vwJTNf
.
.
LINK 2 &gt;&gt;  https://t.co/oSs1vwJTNf

#MUFٍC #MUNٍTOT https://t.co/x9SBQKPOSF",2020-10-04 15:32:01,[],21,0,,,15,759,2013-01-09 18:31:20
MadgeCresta,"Manchester United v Tottenham | LIVE Stream Watchalong ...

Manchester United v Tottenham: Premier League live 

Live STREAM 🖱
.
LINK 1 &gt;&gt;  https://t.co/oSs1vwJTNf
.
.
LINK 2 &gt;&gt;  https://t.co/oSs1vwJTNf

#MUFٍC #MUNٍTOT https://t.co/x9SBQKPOSF",2020-10-04 15:32:01,[],21,0,#SpanishHGFakes ♥ Estoy muerta aunque me siento viva~,"Edif. Justicia, D12, Panem",46,699,2012-11-30 22:34:55
jsjssishdjd,"Manchester United v Tottenham | LIVE Stream Watchalong ...

Manchester United v Tottenham: Premier League live 

Live STREAM 🖱
.
LINK 1 &gt;&gt;  https://t.co/oSs1vwJTNf
.
.
LINK 2 &gt;&gt;  https://t.co/oSs1vwJTNf

#MUFٍC #MUNٍTOT https://t.co/x9SBQKPOSF",2020-10-04 15:32:01,[],21,0,,,7,247,2012-09-29 14:26:55
kmellark12,"Manchester United v Tottenham | LIVE Stream Watchalong ...

Manchester United v Tottenham: Premier League live 

Live STREAM 🖱
.
LINK 1 &gt;&gt;  https://t.co/oSs1vwJTNf
.
.
LINK 2 &gt;&gt;  https://t.co/oSs1vwJTNf

#MUFٍC #MUNٍTOT https://t.co/x9SBQKPOSF",2020-10-04 15:32:01,[],21,0,im Laine McAllister!(:,,77,599,2012-06-25 16:44:01
