username,text,tweetcreatedts,hashtags,retweetcount,likecount,acctdesc,location,followers,totaltweets,usercreatedts
Mhmz_Sam,United is living dangerously here. The ref should help them. #MUNTOT,2020-10-04 15:58:29,['MUNTOT'],0,0,Lawyer lawyering [] Marketing Manager @KabaleUnitedFc,Kla-Kle-Mbra-FtPortal-Kyenjojo,1462,50987,2011-08-30 13:49:28
momar88,Chris Smalling is a better Centre-back than either Lindelof or Maguire. #JustSaying @ManUtd #ManchesterUnited #Spurs,2020-10-04 15:58:29,"['JustSaying', 'ManchesterUnited', 'Spurs']",15,0,,On the toilet seat,326,10770,2010-12-06 23:25:44
MacobaDc,"No tactics, just vibes! #MUFC",2020-10-04 15:58:29,['MUFC'],1464,0,Da King says Bring It,Kwa Zulu Natal,4,300,2019-09-23 11:05:25
csiharare,We got a good game on #MUNTOT @BrianZW1,2020-10-04 15:58:29,['MUNTOT'],0,0,Ex cop. PhD.,Manchester,1146,11818,2011-02-22 20:52:01
binfampho,Trying to decide if this game should be accompanied by the music of Mozart’s Requiem or the Benny Hill Theme. #MUNTOT #bbcfootball,2020-10-04 15:58:29,"['MUNTOT', 'bbcfootball']",0,1,"Working photographer, dreamer and family man, LFC fan all my life. jft96, Muse and 80’s metal.","Ontario, Canada",2378,7012,2017-02-25 15:15:20
Noura61673802,"Live Matsh Here ..

✌️ ✌️Premier League  🏆 

 Live Stream  ⚽️⚽️

 stream 📶 🌐⚽ Manchester United vs Tottenham Hotspur 
🔴#َMUNُTOTِ⚽️

🏆 

LINK 🎥1⃣&gt;&gt;  https://t.co/z3rWFwGxgB
 LINK 🎥2⃣&gt;&gt;  https://t.co/z3rWFwGxgB
Like❤ + RETWEET🔄",2020-10-04 15:58:28,['َMUNُTOTِ'],4,4,,,1,10,2012-04-18 11:16:53
Muhamedadel01,"The match on fire 🔥

#MUNTOT",2020-10-04 15:58:28,['MUNTOT'],0,0,Ya Allah Forgive Me And Help Me In These Days ❤️. يا رب رضاك والجنة,"Cairo, Egypt",45,10542,2019-10-28 18:28:05
UtdDaviid,"Cavani due to have medical within the hour. As per @moillorens, Cavani has landed in Manchester. #mufc",2020-10-04 15:58:28,['mufc'],103,0,#mufc / transfer talk 🔰 Glazers OUT!,Dublin,649,13477,2018-06-18 18:13:06
IsaacChu19,"Manchester United and Porto have reached an agreement for Alex Telles! Last details to be sorted on next few hours, then medicals and official announcement. Here we go soon! 🔴 #MUFC #transfers",2020-10-04 15:58:28,[],23274,0,the most lovely guy you’ll ever meet on the internet 🍁🍁 I’ll give you cruise just follow I’ll also follow back 👨🏽‍🦱👨🏽‍🦱,Port harcourt 🌍🌎🌏,307,3140,2019-06-29 07:51:04
JPW_NBCSports,"Harry Kane is ripping Manchester United to shreds. He is creating havoc + Son and Lamela are finding so much space behind the Manchester United defense. 

Man United all over the place defensively. 

#MUFC 1-2 #THFC #MUNTOT",2020-10-04 15:58:28,"['MUFC', 'THFC', 'MUNTOT']",3,14,"📝Lead Soccer Writer/Editor @NBCSportsSoccer | ⚽️Premier League, USA, MLS, UCL etc | 🎓Pitt soccer 📜FWA 🔖UEFA B | My views. 📧 joseph.prince-wright@nbcuni.com",🏴󠁧󠁢󠁥󠁮󠁧󠁿England 🇺🇸USA,26350,52680,2010-06-17 16:48:55
MasterKG_sa,"Ladies in yellow they dressed like they working for Durban waste department on a rainy day

#MUNTOT
#idolssa
Manqoba 
Ozil
Vinicius
Gabriel 
#TitoMeetZakes 
Saka
Bailly
Ru
Rhulani
#EndSarsNow 
#Mooikloof
Telles
Elneny https://t.co/XinKFagzOb",2020-10-04 15:58:28,"['MUNTOT', 'idolssa', 'TitoMeetZakes', 'EndSarsNow', 'Mooikloof']",0,1,Award Winning Producer/DJ/Artist Management Contact masterkg@open-mic.co.za Call +27824977950 #WanitwaMos, Limpopo  outh Africa,6381,3456,2020-04-22 20:50:45
nelesh14,"how the English media hyped Maguire into the most expensive defender is no surprise, what amazed me is man United paid 80m for him 😂😂
#MUNTOT https://t.co/UxFabNSyg1",2020-10-04 15:58:28,[],3,0,dele alli wannabe,Klang,75,3238,2018-08-22 13:22:15
massan04904066,"Goal. Ndombele equalises.

#MUFC #MUNTOT",2020-10-04 15:58:28,"['MUFC', 'MUNTOT']",602,0,サッカー ヴィッセル神戸を応援してます。 お金がある時は現地観戦してます！ 海外サッカーはマンチェスターユナイテッドを応援してます！モータースポーツはスーパーGTに興味がある。車の免許を取りたい！ 基本は箱推し欅坂 推し→渡辺梨加 日向坂→潮紗理菜,兵庫 神戸市 長田区,78,7785,2018-05-03 08:14:21
pavan_sabu,"Son should've made it 3-1 and guess what Maguire's miss pass started that counter. How are they gonna find a reason to justify the money they paid for him.

#MUNTOT #PremierLeague",2020-10-04 15:58:28,"['MUNTOT', 'PremierLeague']",0,0,"▪️Tweets = 99% Sports & 1% crap
▪️Arsenal, Harden, Federer & Kerala Blasters❤️
▪️Once I knew Arsenal, the other clubs never stood a chance
▪️Gamer
▪️Technophile","Cochin, India",273,8750,2010-03-18 04:02:43
fadimzain,Harry Maguire is to MU what Squillaci was to Arsenal... difference; Arsenal didn't drop $100M on Squillaci and make him their captain! #MUNTOT,2020-10-04 15:58:28,['MUNTOT'],0,0,‏ربي إني ظلمتُ نفسي ظلماً كثيراً و لا يغفرُ الذنوبَ إلا أنت فاغفر لي مغفرةً من عندكَ و ارحمني إنكَ أنتَ الغفورُ  الرحيم.,,532,2452,2013-03-30 05:30:19
Shishirsharma7,There so much space for Spurs #MUNTOT,2020-10-04 15:58:27,['MUNTOT'],0,0,Huge Fan of Football Cricket Movies Series,,112,8748,2012-03-07 06:31:08
Hafi__z,Man U in trouble #MUNTOT,2020-10-04 15:58:27,['MUNTOT'],0,0,,Akure,2446,212973,2010-05-06 13:21:45
thanos876,"Seriously, are United problems the players or is it the coaching? #MUNTOT",2020-10-04 15:58:27,['MUNTOT'],0,1,You have NO rights on my page.,,268,10237,2020-05-06 16:31:46
ocyke,Over 4.5 anyone?? #MUNTOT,2020-10-04 15:58:27,['MUNTOT'],0,0,Agribusiness consultant/strategist. Email: osyke@yahoo.com {likes and retweets are for reference not endorsement},,345,3819,2010-04-07 16:36:59
zayyadzboy,"Son in the #PL under Jose Mourinho:

Played: 24
Goals: 13
Assists: 8
#FPL Points: 151 (6.3 per game)

That's the most of any Spurs player in that time

#MUNTOT https://t.co/XGuODr7TSw",2020-10-04 15:58:27,"['PL', 'FPL']",215,0,"Football fanaticFC Barcelona. Barça. A bit of news and stats, pictures and videos.",Somewhere Beside LEO MESSI .,377,12963,2011-06-03 18:14:44
watchtheMou,"🎯 Harry Kane Has 7 Assists In His Last 7 Games In All Competitions For Tottenham Hotspur.

🇰🇷 Heung-Min Son Has Scored 5 Premier League Goals.

🏴󠁧󠁢󠁥󠁮󠁧󠁿 13 Goal Involvements By the England Captain.

❌ Because He Plays For Spurs It Will NOT Get Highlighted Enough!

#THFC #COYS #MUNTOT https://t.co/QJf0R5JAze",2020-10-04 15:58:27,[],11,0,¡Whatever it takes to get the job done - Winning is Everything! 🔗 https://t.co/IEijq0kXfZ ⚪ Tottenham Hotspur Football Club #THFC #COYS,"Tottenham, London",328,9544,2016-07-21 10:32:15
Dmufc1130,#Mufc Stop letting the defense go foward. Son broke away and AWB and bailly are no where to be found.,2020-10-04 15:58:27,['Mufc'],0,0,,United States,5,632,2016-05-11 01:26:31
herjahe,who dey house ... cos i no understand again #MUNTOT,2020-10-04 15:58:27,['MUNTOT'],0,0,"Try and meet me
Every day that I'm alive, I'ma ride with the stick
I'd rather be broke in jail than be dead and rich",lagos,151,762,2011-10-04 14:07:20
godsavethekick,Spurs have getting chance after chance #MUNTOT,2020-10-04 15:58:27,['MUNTOT'],0,0,Here to talk about anything football related. @premierleague @efl @championsleague @europaleague @emiratesfacup @carabao_cup @england @fifaworldcup @uefaeuro,"England, United Kingdom",195,16965,2018-03-26 17:40:01
TJ81983,This defending is so painful to watch! #MUNTOT,2020-10-04 15:58:27,['MUNTOT'],0,1,#MUFC till I die!,London,1164,1087,2014-09-10 09:56:02
Gratefulsoul3,Alex Telles to #mufc is a done deal. The clubs have reached an agreement for €20m. He will have his medical tonight #mulive [@SkySportNewsHD],2020-10-04 15:58:27,"['mufc', 'mulive']",2814,0,Sometimes your worst Enemy can be your best friends and sometimes your best friend can be your worst Enemy,"Oyo, Nigeria",146,4155,2011-05-18 22:24:35
lekkyfun,See how our fullbacks get constantly exposed but our dummy coach prefers to sit and watch the monitor rather than talk #MUNTOT,2020-10-04 15:58:27,['MUNTOT'],0,0,A Medic and Manchester United fan.,Busy attending to patients,1355,36216,2009-09-26 06:36:30
MarleyTheGreat_,Spurs look good. Harry Kane is quality #MUNTOT,2020-10-04 15:58:26,['MUNTOT'],0,0,"Music man • Gunning from MK!

Believer | Ghanaian 🇬🇭 | Gooner ⚽","England, United Kingdom",315,10624,2009-07-24 13:06:03
BlackIppoX,Upemecano for maguire + 20m cash take it (or we can add more) #MUFC,2020-10-04 15:58:26,['MUFC'],0,0,"""In times of crisis the wise build bridges while the foolish build barriers” - King T’Challa (Chadwick Boseman)",Laughtale,65,7718,2018-02-12 22:52:42
BApriantoko,"Manchester United and Porto have reached an agreement for Alex Telles! Last details to be sorted on next few hours, then medicals and official announcement. Here we go soon! 🔴 #MUFC #transfers",2020-10-04 15:58:26,[],23274,0,,,1,398,2020-07-28 07:25:58
massan04904066,"Goal. Son gives Spurs the lead. 1-2.

#MUFC #MUNTOT",2020-10-04 15:58:26,"['MUFC', 'MUNTOT']",1038,0,サッカー ヴィッセル神戸を応援してます。 お金がある時は現地観戦してます！ 海外サッカーはマンチェスターユナイテッドを応援してます！モータースポーツはスーパーGTに興味がある。車の免許を取りたい！ 基本は箱推し欅坂 推し→渡辺梨加 日向坂→潮紗理菜,兵庫 神戸市 長田区,78,7785,2018-05-03 08:14:21
YASEREQ,"Manchester United and Porto have reached an agreement for Alex Telles! Last details to be sorted on next few hours, then medicals and official announcement. Here we go soon! 🔴 #MUFC #transfers",2020-10-04 15:58:26,[],23274,0,Dead,,476,103531,2010-04-14 13:11:46
Suwagz,"Cavani due to have medical within the hour. As per @moillorens, Cavani has landed in Manchester. #mufc",2020-10-04 15:58:26,['mufc'],103,0,"Life Planning Specialist 
#YouWillThankMeLater 
 #MUFC .
remember butterflies weren't born that way. keep going......  
2020 God  Strength Productivity",la la lan!,2415,276545,2012-04-28 17:00:28
DeckyConnolly,Fear for United every time the opposition attacks in every match #MUFC,2020-10-04 15:58:26,['MUFC'],0,0,"Sports Enthusiast.                                             
Augher, Tyrone 🇮🇪🍀",,472,5803,2012-01-12 23:34:54
Wells88R,We need to take our chances here... #MUNTOT,2020-10-04 15:58:26,['MUNTOT'],0,0,Tottenham Hotspur. Miami Heat 🔥. Runner 🏃🏻‍♂️.,,201,1160,2019-11-24 17:20:14
ggramono,This is #MUFC’s worst defensive start to a league season for 48 years since 1972-73.,2020-10-04 15:58:26,['MUFC'],282,0,I ♥Ol' School Hip Hop | Nas | Kendrick Lamar| J. Cole| Manchester United FC | OrlandoPirates| RollersFC #Lakers4Life,"Moshupa, Botswana",4264,134858,2011-08-11 13:48:00
numbnuts666,I have a feeling that we're going to get battered #MUFC #MUNTOT,2020-10-04 15:58:26,"['MUFC', 'MUNTOT']",0,0,#MUFC fan. TV and movie addict. #StarWars fan 🏴󠁧󠁢󠁳󠁣󠁴󠁿,Aberdeen,1933,4811,2009-04-18 11:31:37
odinkz44,Tottenham wan kill man utd with shot ooo #MUNTOT,2020-10-04 15:58:26,['MUNTOT'],0,0,An engineer. An unscrupulous adventurer 🛳 and a lover of football. Team Chelsea ⚽️,"Portharcourt, Nigeria",3681,22943,2012-05-08 12:27:40
winner_olapade,Dem wan kill man u for house ni sha...😂😂😂😂#MUNTOT,2020-10-04 15:58:26,['MUNTOT'],0,0,,,12,212,2018-03-31 08:54:08
IhabMaarouf,"Seriously, the sooner #mufc cut their losses on Maguire the better. The man is light years away from being a starter in a top-four team, let alone a captain. #MUNTOT",2020-10-04 15:58:26,"['mufc', 'MUNTOT']",0,0,,"Lemgo, Deutschland",2,59,2019-12-15 20:46:22
UTDNO7,"Telles and Cavani now done,  #MUFC will have one final push to see if they can finally sign Jadon Sancho in the next 24 hours.",2020-10-04 15:58:25,['MUFC'],432,0,New account. Manchester United.,"England, United Kingdom",172,16130,2018-11-28 13:17:55
AadamPandor,United are a bloody shambles #mufc,2020-10-04 15:58:25,['mufc'],0,1,|21|MUFC|,"Batley,West Yorkshire",290,6836,2012-12-15 12:14:58
Route53SudoSu,"Manchester United and Porto have reached an agreement for Alex Telles! Last details to be sorted on next few hours, then medicals and official announcement. Here we go soon! 🔴 #MUFC #transfers",2020-10-04 15:58:25,[],23274,0,"A Collection of my most Random Thoughts | ♥@ManUtd,@BVB ♥","Ogogoro Village, Nigeria",1535,26130,2019-12-10 19:47:57
GregTvbn,HAAAAAAAAAARRY I HATE U 😡😡😡😡😡😡😡😡😡#MUNTOT,2020-10-04 15:58:25,['MUNTOT'],0,1,,"Paris, France",4,297,2019-11-20 19:53:18
kipropkvictor,"Goal - FERNANDES
Assist - MARTIAL

Man Utd 1-0 Spurs (2 mins)

#MUNTOT #FPL",2020-10-04 15:58:25,"['MUNTOT', 'FPL']",280,0,University of Tehran,Islamic Republic of Iran,1623,51122,2013-09-01 08:33:28
Stay_Vicious20,"If anything, Bailly looks like the £80m defender today. Maguire has been a mess #mufc #MUNTOT",2020-10-04 15:58:25,"['mufc', 'MUNTOT']",0,0,There's 10 types of people in the world: 1. Those who understand binary and 2. Those that don't. MUFC. Rock music. Video games. Movies.,"Manchester, England",321,37590,2010-06-01 17:07:40
IbazeborL,Man-u defence is simply on vibes and crusie i swear !!!#MUNTOT,2020-10-04 15:58:25,['MUNTOT'],0,0,"Cancerian, lawyer, humanitarian !","Abuja, Nigeria",122,389,2013-03-01 06:22:06
seedcole28,"Catch him if you can! ⚡

#MUFC's defence is caught napping as Son races in to give #THFC the lead! 🏁

📺 Watch on Sky Sports PL
📱 Follow #MUNTOT here: https://t.co/YX6CxdoSMm
📲 Download the @SkySports app! https://t.co/xFjQQvj8xB",2020-10-04 15:58:25,"['MUFC', 'THFC']",57,0,I treat People the Way I Treat myself,Nigeria,183,2141,2018-09-15 08:19:30
patfranciso,"GOAL Man Utd 1-2 Spurs (7 mins)

Spurs are in front! Son Heung-min runs through the Man Utd defence and dinks the ball over David de Gea 

#MUNTOT",2020-10-04 15:58:25,[],604,0,,,131,4718,2013-06-24 15:44:41
sarcASTICmiDE,"This game is sweet....
#MUNTOT",2020-10-04 15:58:24,['MUNTOT'],0,0,"I don't believe in astrology ; I am a Scorpio and we are skeptical  
#Arsenal","Perth, WA | Lagos",10803,20230,2011-09-30 22:27:39
usareddevils,By the hair on our chinny chin chin #mufc,2020-10-04 15:58:24,['mufc'],1,2,"Made in the USA, The American Red Devils Podcast gives you the latest Manchester United News & Updates from this side of the pond.","California, USA",14888,13457,2017-07-22 15:43:44
Svkasv,Quel Match ! #MUNTOT,2020-10-04 15:58:24,['MUNTOT'],0,0,"Je lis trop... beaucoup trop, des Mangas et plein d'autres trucs.
和",Royaume du Maroc,476,5473,2020-05-22 12:32:24
j_mdm__,this is so shit! #mufc,2020-10-04 15:58:24,['mufc'],0,0,"North Yorkshire to Peckham
🍀🇾🇪","London, England",160,4311,2013-02-06 21:07:24
lunass_o,Uniteds defence is a disgrace #MUFC #MUNTOT,2020-10-04 15:58:24,"['MUFC', 'MUNTOT']",0,0,I used to think I was sane.,,8,106,2020-09-28 18:54:37
RedReveal,"De Gea makes another stop. Lamela's follow-up effort could've gone anywhere, again, fortunately, it went wide. #muntot",2020-10-04 15:58:24,['muntot'],1,3,"We don't make the news, we share the news - #MUFC - #MUWomen - Home of the #LoanWatch - By fans for fans - DM's open.",,17896,67784,2015-02-03 00:33:32
richburge54,"Harry Maguire just can’t move his feet, turned so easily. How much did he cost again, absolute criminal transfer fee! #MUNTOT",2020-10-04 15:58:24,['MUNTOT'],0,0,"Proud husband/father, Retired rugby forward and average footballer, still big fan of both. You make your own luck. English FA UEFA A licence coach and QPR fan.",Made in West London,83,6226,2011-08-21 15:33:46
ksenois,"+++&gt;&gt;!@@``++LIVE/EPL:Tottenham vs Man United Live

Manchester United v Tottenham: Premier League live 

Live STREAM 🖱
.
LINK 1 &gt;&gt;  https://t.co/RB5S07olnY
.
.
LINK 2 &gt;&gt;  https://t.co/RB5S07olnY

#MUFٍC #MUNٍTOT https://t.co/6bZf1HyuKt",2020-10-04 15:58:24,[],12,0,Pegada ks amizade fortalece!..,,42,273,2011-08-16 01:28:38
leshendrix,"+++&gt;&gt;!@@``++LIVE/EPL:Tottenham vs Man United Live

Manchester United v Tottenham: Premier League live 

Live STREAM 🖱
.
LINK 1 &gt;&gt;  https://t.co/RB5S07olnY
.
.
LINK 2 &gt;&gt;  https://t.co/RB5S07olnY

#MUFٍC #MUNٍTOT https://t.co/6bZf1HyuKt",2020-10-04 15:58:24,[],12,0,,,13,163,2011-06-10 00:15:14
PrashantMUFC,"I’ve supported Maguire for the entire season and this summer. But he’s started the season absolutely awfully. No excuses. 
For Ole - We’re on the ropes, absolutely no defensive structure. #MUFC #MUNTOT",2020-10-04 15:58:24,"['MUFC', 'MUNTOT']",0,1,⚽️❤️🔴 @Manutd | Rooney 🐐|🎾@RogerFederer |🏏Dravid 🇮🇳 | Followed by @arsenal and @asromaen,"New Delhi, India",574,8603,2013-05-09 16:31:35
karla_hta20,"+++&gt;&gt;!@@``++LIVE/EPL:Tottenham vs Man United Live

Manchester United v Tottenham: Premier League live 

Live STREAM 🖱
.
LINK 1 &gt;&gt;  https://t.co/RB5S07olnY
.
.
LINK 2 &gt;&gt;  https://t.co/RB5S07olnY

#MUFٍC #MUNٍTOT https://t.co/6bZf1HyuKt",2020-10-04 15:58:24,[],12,0,Eu sou uma garota linda e poderosa!!,Brasil,9,298,2011-08-13 03:38:16
ItsVodkaAlone,"+++&gt;&gt;!@@``++LIVE/EPL:Tottenham vs Man United Live

Manchester United v Tottenham: Premier League live 

Live STREAM 🖱
.
LINK 1 &gt;&gt;  https://t.co/RB5S07olnY
.
.
LINK 2 &gt;&gt;  https://t.co/RB5S07olnY

#MUFٍC #MUNٍTOT https://t.co/6bZf1HyuKt",2020-10-04 15:58:24,[],12,0,"Porrãm... Não vou te seduzir, não uso drogas, apenas bebo vodka!!! ► Contato: ItsVodkaAlone@hotmail.comail.com",Hogwarts,84,286,2011-08-13 18:56:58
KinhaCarrara,"+++&gt;&gt;!@@``++LIVE/EPL:Tottenham vs Man United Live

Manchester United v Tottenham: Premier League live 

Live STREAM 🖱
.
LINK 1 &gt;&gt;  https://t.co/RB5S07olnY
.
.
LINK 2 &gt;&gt;  https://t.co/RB5S07olnY

#MUFٍC #MUNٍTOT https://t.co/6bZf1HyuKt",2020-10-04 15:58:24,[],12,0,,,58,351,2011-08-09 17:00:11
jessicamalbano,"+++&gt;&gt;!@@``++LIVE/EPL:Tottenham vs Man United Live

Manchester United v Tottenham: Premier League live 

Live STREAM 🖱
.
LINK 1 &gt;&gt;  https://t.co/RB5S07olnY
.
.
LINK 2 &gt;&gt;  https://t.co/RB5S07olnY

#MUFٍC #MUNٍTOT https://t.co/6bZf1HyuKt",2020-10-04 15:58:24,[],12,0,,,41,273,2011-08-11 15:36:21
JordanEmbo,@HarryMaguire93 your not a striker stop trying to be you slab headed cunt. Many thanks all UTD fans #MUNTOT,2020-10-04 15:58:24,['MUNTOT'],0,0,JordanEmbo | York | Carp Angler | Ashleigh ❤️ | Audi A3 😍,York,232,5354,2011-01-08 21:16:18
whisperozzie,We need to put one of these in man 3 chances in a min #COYS #THFC #MUNTOT,2020-10-04 15:58:24,"['COYS', 'THFC', 'MUNTOT']",0,0,passionate Tottenham fan sharing my views and news about Tottenham Hotspur's. #COYS,,122,14811,2011-08-09 14:32:23
ProdByZapz,Considering Spurs played like 3 times this week there playing well hats off to them #MUNTOT,2020-10-04 15:58:23,['MUNTOT'],0,0,"Music Producer / Samplemaker 
Prod Creds - Potter Payper / Kuniva (D12) / Ca$his /Angel/Coke Boys / Ratlin / King Myers & More ×

Chelsea FC Supporter ⚽️","London, England",836,49237,2009-03-26 11:19:23
freudianslip963,Totally un coached #MUNTOT,2020-10-04 15:58:23,['MUNTOT'],0,0,,Nowhereland,51,5010,2009-06-16 02:47:05
NorhanElAraby,"⚔Premier League  🏆

Live Stream⚔

Live stream Mobile / Tablet / PC

BIG GAME Live Arsenal vs Sheffield United  

 https://t.co/mTrO8zkPxl
 https://t.co/mTrO8zkPxl
 https://t.co/mTrO8zkPxl
 https://t.co/mTrO8zkPxl

RT + Follow for more

🔜#َMUNُTOTِ⚽",2020-10-04 15:58:23,['َMUNُTOTِ'],4,4,,,3,14,2012-05-24 10:38:45
Boss_Alkali,"That overrated English player called Shaw is just roaming around
#MUNTOT",2020-10-04 15:58:23,['MUNTOT'],0,0,PhD in Minding My Business With Specialization in Relationships Affairs. Progressive| IDGAF |Pen Collector.,Here.,14349,87436,2012-04-08 22:40:07
Phranq_k,"Cavani can play centre back, right? #MUNTOT",2020-10-04 15:58:23,['MUNTOT'],137,0,,,1831,118774,2012-03-17 11:29:08
bankole30894114,Tottenham smelling blood again. #TOTMUN,2020-10-04 15:58:23,['TOTMUN'],0,0,GOD | FAMILY | FOOTBALL | DIGITAL MARKET | AIESEC and Kinging.,Path Less Traveled .,1588,76218,2018-01-11 08:34:49
WhatIf_YouTube,"Bailly saving United on 3 occasions from 1 corner. Illuminates the shambles 
#MUNTOT",2020-10-04 15:58:23,['MUNTOT'],0,0,"What if, Noughties Nostalgia Podcast, Throwback Thursdays, Tier Lists, Fantasy 5-a-side, Biography of Football, Video Games.",,679,6592,2016-08-22 14:08:13
omtn96,"Honestly don't even see us qualifying for Europe at all this season, not with these defenders #MUFC",2020-10-04 15:58:23,['MUFC'],0,0,,Boring Shithole,418,9192,2012-04-21 00:53:18
TomTraubert2009,"Should be 1-5 at this stage. 

Hope it's not like last Sunday all over again

#MUNTOT 

We're destroying these fuckers.",2020-10-04 15:58:22,['MUNTOT'],0,0,"I love Tottenham Hotspur, we didn't win the league, but I still love them. Things annoy me .. I'll let you know. RT's are just that, don't read anything into it",,912,76421,2010-07-29 20:57:11
akspro,"Spurs absolutely outplaying us here, but Ole is the new SAF and jose is finished. 😅 #muntot",2020-10-04 15:58:22,['muntot'],0,0,"Mostly mufc, opinions are personal",,202,1613,2009-10-23 09:44:37
Owlet86509574,"Death ,birth , tax, penalty to @ManUtd 

#MUNTOT",2020-10-04 15:58:22,['MUNTOT'],0,0,Bio is empty,,5,130,2020-05-24 10:14:54
gbamerez,The most expensive #defender sponsored #Spurs with two quick goals in a space of seven minutes. 😂😂,2020-10-04 15:58:22,"['defender', 'Spurs']",0,1,Diagnosed @ChelseaFC💙 addict ¤ Stamford Bridge story teller ¤ The #Blues to a fault ¤ ¹⁹/⁰⁵/¹² is the date ¤ #ktbffh,🇬🇭,1886,11723,2011-07-16 09:57:06
TrequartistaTM,"27 mins: United torn asunder again, but Aurier is denied  by de Gea. 1-2 #MUNTOT",2020-10-04 15:58:22,['MUNTOT'],0,0,"It’s better to burn out, than fade away. Fmr Hack🔥Flamethrower of opinion 👀 Offer an ounce of perception & pound of obscure. Boss Tragic. 🎸#BlackLivesMatter",Six Feet from The Edge,968,77101,2010-04-27 04:34:59
udupa_tuttu,"It shouldn't be just 1-2
#MUNTOT",2020-10-04 15:58:22,['MUNTOT'],0,0,"Nadal, Liverpool FC, Bengaluru FC, Cricket Australia, RCB ||
Best #FPL finish: 5889 in 2019/20",,887,53823,2009-08-02 01:25:06
nelesh14,"£80 Million 🤣🤣🤣

#MUNTOT https://t.co/oN58I7K2Gv",2020-10-04 15:58:22,['MUNTOT'],55,0,dele alli wannabe,Klang,75,3238,2018-08-22 13:22:15
4lvo_,"Man Utd to increase security around Ed Woodward on transfer deadline day #MUFC
https://t.co/qN4zLhNJO7",2020-10-04 15:58:22,['MUFC'],154,0,That guy!,kapsabet,1643,164444,2013-09-07 17:57:12
MarkFerg_,"United fans you need to wake up, you aren't title contenders, with Sancho you aren't title contenders, you need a new CB stat. You're getting nowhere with that shambles at the back. #MUNTOT",2020-10-04 15:58:22,['MUNTOT'],0,0,Subscribe on YT and maybe my dad will come back | Lando Norris = 🐐 | Stream Super Max,,79,13669,2014-06-06 21:39:10
yoursins___,"Spurs with the super flash display...

Lovely scenes 😊😊😊😊😊
#MUNTOT",2020-10-04 15:58:22,['MUNTOT'],0,1,"🕴️Simplicity Is Key 🔑 
⚽A Servant Of Real Madrid C.F, 
🎶Addicted to music, I troll for fun 🤭 nothing personal 😂👌.",,4207,13318,2014-04-02 13:17:02
NickoTaylor_,Eric Bailly is literally defending on his own #MUFC #MUNTOT,2020-10-04 15:58:22,"['MUFC', 'MUNTOT']",0,1,Full Time Space Cadet,"Cheshire, England",2113,6137,2010-02-23 12:40:37
DWidnes,"Sorry, how much money did Harry Maquire cost??? #spurs",2020-10-04 15:58:22,['spurs'],0,1,Japan-based photographer-images available from website below. IG-jimbphotostokyo,"Tokyo, Japan",316,9739,2013-09-20 11:52:53
iam_mayoor,"Manchester United and Porto have reached an agreement for Alex Telles! Last details to be sorted on next few hours, then medicals and official announcement. Here we go soon! 🔴 #MUFC #transfers",2020-10-04 15:58:21,[],23274,0,Faith IN GOD./ founder @mywbecca_1 wears /model/ #GODfirst #followback ... follow on instagram @mywbecca and I do follow back,"Ibadan, Nigeria",1507,65054,2011-08-20 16:11:11
hermzhick,"Look at the space 😩

Man Utd defenders just said 'nah'

#MUNTOT https://t.co/NS9VpcyWPS",2020-10-04 15:58:21,['MUNTOT'],462,0,Here for the chaos😉||Joy Router😋||Virgo♍||Forever a Culé💙❤️,"Lagos, Nigeria",1890,60749,2015-01-16 09:38:30
CEmmanuel22,VDB should be warming up #MUNTOT,2020-10-04 15:58:21,['MUNTOT'],0,0,"A gem cannot be polished without friction, nor a man perfected without trials. Christ believer - Ardent & enthusiastic supporter @mma @ufc @manutd @lakers",,103,2243,2018-12-12 08:48:29
grunundrot,United making Spurs look like Bayern. Fuck sake. Get a grip BC! #MUNTOT,2020-10-04 15:58:21,['MUNTOT'],0,0,A human dynamo sent to terminate Rokos Basilisk only to become one of the names on the list. Borderline Suicidal because of @ManUtd 🇾🇪 & @TheRealPCB 🇵🇰,The Land of Nod,326,19585,2012-08-12 23:21:29
nicholaswhite0,This United defense looks lost. We NEED signings. #MUNTOT @ManUtd,2020-10-04 15:58:21,['MUNTOT'],0,0,Endicott College '20,"Millbury, MA",303,3013,2012-01-27 01:52:26
amymuscat95,Bailly saving our asses #MUNTOT,2020-10-04 15:58:21,['MUNTOT'],0,1,I come on here because none of my friends like to talk shit about Manchester United or F1,United Kingdom,61,433,2017-06-09 08:55:55
Richard18066389,"BREAKING: After securing the services of Alex Telles and Edinson Cavani. @ManUtd will now put all of their efforts in securing the signing of English Winger Jadon Sancho, before the transfer window closes tomorow. #MUFC #MUFCTransfer #Sancho",2020-10-04 15:58:21,[],148,0,"I love my job and country I'm a recording artiste, song writer , Live band Performer 🔊🔊 🎶🎶🎶⭐️⭐️ for bookings..... +2348138734593",Nigeria,2173,43815,2017-08-08 00:25:01
AzumaNelson,Spurs are all over us!! My days!! #MUFC,2020-10-04 15:58:21,['MUFC'],0,0,"Manchester United #MUFC 🔴⚪️⚫️ #DallasCowboys #GoHabsGo Sports, music, art, film, politics. RT's & Likes aren't necessarily an endorsement. Views are mine.",West Coast Canada,2779,87046,2012-01-08 03:44:36
